Mã,Tên,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
13291.0,Phường Lê Hồng Phong,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13294.0,Phường Minh Khai,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13297.0,Phường Hai Bà Trưng,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13300.0,Phường Trần Hưng Đạo,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13303.0,Phường Lam Hạ,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13306.0,Xã Phù Vân,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13309.0,Phường Liêm Chính,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13312.0,Xã Liêm Chung,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13315.0,Phường Thanh Châu,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13318.0,Phường Châu Sơn,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13366.0,Xã Tiên Tân,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13372.0,Xã Tiên Hiệp,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13381.0,Xã Tiên Hải,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13426.0,Xã Kim Bình,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13444.0,Xã Liêm Tuyền,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13447.0,Xã Liêm Tiết,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13459.0,Phường Thanh Tuyền,Phường,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13507.0,Xã Đinh Xá,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13513.0,Xã Trịnh Xá,Xã,347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
13321.0,Phường Đồng Văn,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13324.0,Phường Hòa Mạc,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13327.0,Xã Mộc Bắc,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13330.0,Phường Châu Giang,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13333.0,Phường Bạch Thượng,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13336.0,Phường Duy Minh,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13339.0,Xã Mộc Nam,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13342.0,Phường Duy Hải,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13345.0,Xã Chuyên Ngoại,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13348.0,Phường Yên Bắc,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13351.0,Xã Trác Văn,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13354.0,Phường Tiên Nội,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13357.0,Phường Hoàng Đông,Phường,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13360.0,Xã Yên Nam,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13363.0,Xã Tiên Ngoại,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13369.0,Xã Tiên Sơn,Xã,349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
13384.0,Thị trấn Quế,Thị trấn,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13387.0,Xã Nguyễn Úy,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13390.0,Xã Đại Cương,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13393.0,Xã Lê Hồ,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13396.0,Xã Tượng Lĩnh,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13399.0,Xã Nhật Tựu,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13402.0,Xã Nhật Tân,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13405.0,Xã Đồng Hóa,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13408.0,Xã Hoàng Tây,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13411.0,Xã Tân Sơn,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13414.0,Xã Thụy Lôi,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13417.0,Xã Văn Xá,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13420.0,Xã Khả Phong,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13423.0,Xã Ngọc Sơn,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13429.0,Thị trấn Ba Sao,Thị trấn,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13432.0,Xã Liên Sơn,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13435.0,Xã Thi Sơn,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13438.0,Xã Thanh Sơn,Xã,350,Huyện Kim Bảng,35,Tỉnh Hà Nam
13441.0,Thị trấn Kiện Khê,Thị trấn,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13450.0,Xã Liêm Phong,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13453.0,Xã Thanh Hà,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13456.0,Xã Liêm Cần,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13465.0,Xã Liêm Thuận,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13468.0,Xã Thanh Thủy,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13471.0,Xã Thanh Phong,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13474.0,Thị trấn Tân Thanh,Thị trấn,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13477.0,Xã Thanh Tân,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13480.0,Xã Liêm Túc,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13483.0,Xã Liêm Sơn,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13486.0,Xã Thanh Hương,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13489.0,Xã Thanh Nghị,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13492.0,Xã Thanh Tâm,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13495.0,Xã Thanh Nguyên,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13498.0,Xã Thanh Hải,Xã,351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
13501.0,Thị trấn Bình Mỹ,Thị trấn,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13504.0,Xã Bình Nghĩa,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13510.0,Xã Tràng An,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13516.0,Xã Đồng Du,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13519.0,Xã Ngọc Lũ,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13522.0,Xã Hưng Công,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13525.0,Xã Đồn Xá,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13528.0,Xã An Ninh,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13531.0,Xã Bồ Đề,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13534.0,Xã Bối Cầu,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13540.0,Xã An Nội,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13543.0,Xã Vũ Bản,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13546.0,Xã Trung Lương,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13552.0,Xã An Đổ,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13555.0,Xã La Sơn,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13558.0,Xã Tiêu Động,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13561.0,Xã An Lão,Xã,352,Huyện Bình Lục,35,Tỉnh Hà Nam
13567.0,Xã Hợp Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13570.0,Xã Nguyên Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13573.0,Xã Chính Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13576.0,Xã Chân Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13579.0,Xã Đạo Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13582.0,Xã Công Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13585.0,Xã Văn Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13588.0,Xã Bắc Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13591.0,Xã Đức Lý,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13594.0,Xã Trần Hưng Đạo,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13597.0,Thị trấn Vĩnh Trụ,Thị trấn,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13600.0,Xã Nhân Thịnh,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13606.0,Xã Nhân Khang,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13609.0,Xã Nhân Mỹ,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13612.0,Xã Nhân Nghĩa,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13615.0,Xã Nhân Chính,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13618.0,Xã Nhân Bình,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13621.0,Xã Phú Phúc,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13624.0,Xã Xuân Khê,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13627.0,Xã Tiến Thắng,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13630.0,Xã Hòa Hậu,Xã,353,Huyện Lý Nhân,35,Tỉnh Hà Nam
13633.0,Phường Hạ Long,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13636.0,Phường Trần Tế Xương,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13639.0,Phường Vị Hoàng,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13642.0,Phường Vị Xuyên,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13645.0,Phường Quang Trung,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13648.0,Phường Cửa Bắc,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13651.0,Phường Nguyễn Du,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13654.0,Phường Bà Triệu,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13657.0,Phường Trường Thi,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13660.0,Phường Phan Đình Phùng,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13663.0,Phường Ngô Quyền,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13666.0,Phường Trần Hưng Đạo,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13669.0,Phường Trần Đăng Ninh,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13672.0,Phường Năng Tĩnh,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13675.0,Phường Văn Miếu,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13678.0,Phường Trần Quang Khải,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13681.0,Phường Thống Nhất,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13684.0,Phường Lộc Hạ,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13687.0,Phường Lộc Vượng,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13690.0,Phường Cửa Nam,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13693.0,Phường Lộc Hòa,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13696.0,Xã Nam Phong,Xã,356,Thành phố Nam Định,36,Tỉnh Nam Định
13699.0,Phường Mỹ Xá,Phường,356,Thành phố Nam Định,36,Tỉnh Nam Định
13702.0,Xã Lộc An,Xã,356,Thành phố Nam Định,36,Tỉnh Nam Định
13705.0,Xã Nam Vân,Xã,356,Thành phố Nam Định,36,Tỉnh Nam Định
13708.0,Thị trấn Mỹ Lộc,Thị trấn,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13711.0,Xã Mỹ Hà,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13714.0,Xã Mỹ Tiến,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13717.0,Xã Mỹ Thắng,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13720.0,Xã Mỹ Trung,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13723.0,Xã Mỹ Tân,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13726.0,Xã Mỹ Phúc,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13729.0,Xã Mỹ Hưng,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13732.0,Xã Mỹ Thuận,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13735.0,Xã Mỹ Thịnh,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13738.0,Xã Mỹ Thành,Xã,358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
13741.0,Thị trấn Gôi,Thị trấn,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13744.0,Xã Minh Thuận,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13747.0,Xã Hiển Khánh,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13750.0,Xã Tân Khánh,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13753.0,Xã Hợp Hưng,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13756.0,Xã Đại An,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13759.0,Xã Tân Thành,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13762.0,Xã Cộng Hòa,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13765.0,Xã Trung Thành,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13768.0,Xã Quang Trung,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13771.0,Xã Minh Tân,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13774.0,Xã Liên Bảo,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13777.0,Xã Thành Lợi,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13780.0,Xã Kim Thái,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13783.0,Xã Liên Minh,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13786.0,Xã Đại Thắng,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13789.0,Xã Tam Thanh,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13792.0,Xã Vĩnh Hào,Xã,359,Huyện Vụ Bản,36,Tỉnh Nam Định
13795.0,Thị trấn Lâm,Thị trấn,360,Huyện Ý Yên,36,Tỉnh Nam Định
13798.0,Xã Yên Trung,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13801.0,Xã Yên Thành,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13804.0,Xã Yên Tân,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13807.0,Xã Yên Lợi,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13810.0,Xã Yên Thọ,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13813.0,Xã Yên Nghĩa,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13816.0,Xã Yên Minh,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13819.0,Xã Yên Phương,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13822.0,Xã Yên Chính,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13825.0,Xã Yên Bình,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13828.0,Xã Yên Phú,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13831.0,Xã Yên Mỹ,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13834.0,Xã Yên Dương,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13840.0,Xã Yên Hưng,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13843.0,Xã Yên Khánh,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13846.0,Xã Yên Phong,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13849.0,Xã Yên Ninh,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13852.0,Xã Yên Lương,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13855.0,Xã Yên Hồng,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13858.0,Xã Yên Quang,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13861.0,Xã Yên Tiến,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13864.0,Xã Yên Thắng,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13867.0,Xã Yên Phúc,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13870.0,Xã Yên Cường,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13873.0,Xã Yên Lộc,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13876.0,Xã Yên Bằng,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13879.0,Xã Yên Đồng,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13882.0,Xã Yên Khang,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13885.0,Xã Yên Nhân,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13888.0,Xã Yên Trị,Xã,360,Huyện Ý Yên,36,Tỉnh Nam Định
13891.0,Thị trấn Liễu Đề,Thị trấn,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13894.0,Thị trấn Rạng Đông,Thị trấn,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13897.0,Xã Nghĩa Đồng,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13900.0,Xã Nghĩa Thịnh,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13903.0,Xã Nghĩa Minh,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13906.0,Xã Nghĩa Thái,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13909.0,Xã Hoàng Nam,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13912.0,Xã Nghĩa Châu,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13915.0,Xã Nghĩa Trung,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13918.0,Xã Nghĩa Sơn,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13921.0,Xã Nghĩa Lạc,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13924.0,Xã Nghĩa Hồng,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13927.0,Xã Nghĩa Phong,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13930.0,Xã Nghĩa Phú,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13933.0,Xã Nghĩa Bình,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13936.0,Thị trấn Quỹ Nhất,Thị trấn,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13939.0,Xã Nghĩa Tân,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13942.0,Xã Nghĩa Hùng,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13945.0,Xã Nghĩa Lâm,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13948.0,Xã Nghĩa Thành,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13951.0,Xã Phúc Thắng,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13954.0,Xã Nghĩa Lợi,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13957.0,Xã Nghĩa Hải,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13963.0,Xã Nam Điền,Xã,361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
13966.0,Thị trấn Nam Giang,Thị trấn,362,Huyện Nam Trực,36,Tỉnh Nam Định
13969.0,Xã Nam Mỹ,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13972.0,Xã Điền Xá,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13975.0,Xã Nghĩa An,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13978.0,Xã Nam Thắng,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13981.0,Xã Nam Toàn,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13984.0,Xã Hồng Quang,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13987.0,Xã Tân Thịnh,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13990.0,Xã Nam Cường,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13993.0,Xã Nam Hồng,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13996.0,Xã Nam Hùng,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
13999.0,Xã Nam Hoa,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14002.0,Xã Nam Dương,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14005.0,Xã Nam Thanh,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14008.0,Xã Nam Lợi,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14011.0,Xã Bình Minh,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14014.0,Xã Đồng Sơn,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14017.0,Xã Nam Tiến,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14020.0,Xã Nam Hải,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14023.0,Xã Nam Thái,Xã,362,Huyện Nam Trực,36,Tỉnh Nam Định
14026.0,Thị trấn Cổ Lễ,Thị trấn,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14029.0,Xã Phương Định,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14032.0,Xã Trực Chính,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14035.0,Xã Trung Đông,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14038.0,Xã Liêm Hải,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14041.0,Xã Trực Tuấn,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14044.0,Xã Việt Hùng,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14047.0,Xã Trực Đạo,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14050.0,Xã Trực Hưng,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14053.0,Xã Trực Nội,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14056.0,Thị trấn Cát Thành,Thị trấn,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14059.0,Xã Trực Thanh,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14062.0,Xã Trực Khang,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14065.0,Xã Trực Thuận,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14068.0,Xã Trực Mỹ,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14071.0,Xã Trực Đại,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14074.0,Xã Trực Cường,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14077.0,Thị trấn Ninh Cường,Thị trấn,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14080.0,Xã Trực Thái,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14083.0,Xã Trực Hùng,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14086.0,Xã Trực Thắng,Xã,363,Huyện Trực Ninh,36,Tỉnh Nam Định
14089.0,Thị trấn Xuân Trường,Thị trấn,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14092.0,Xã Xuân Châu,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14095.0,Xã Xuân Hồng,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14098.0,Xã Xuân Thành,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14101.0,Xã Xuân Thượng,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14104.0,Xã Xuân Phong,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14107.0,Xã Xuân Đài,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14110.0,Xã Xuân Tân,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14113.0,Xã Xuân Thủy,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14116.0,Xã Xuân Ngọc,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14119.0,Xã Xuân Bắc,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14122.0,Xã Xuân Phương,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14125.0,Xã Thọ Nghiệp,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14128.0,Xã Xuân Phú,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14131.0,Xã Xuân Trung,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14134.0,Xã Xuân Vinh,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14137.0,Xã Xuân Kiên,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14140.0,Xã Xuân Tiến,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14143.0,Xã Xuân Ninh,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14146.0,Xã Xuân Hòa,Xã,364,Huyện Xuân Trường,36,Tỉnh Nam Định
14149.0,Thị trấn Ngô Đồng,Thị trấn,365,Huyện Giao Thủy,36,Tỉnh Nam Định
14152.0,Thị trấn Quất Lâm,Thị trấn,365,Huyện Giao Thủy,36,Tỉnh Nam Định
14155.0,Xã Giao Hương,Xã,365,Huyện Giao Thủy,36,Tỉnh Nam Định
14158.0,Xã Hồng Thuận,Xã,365,Huyện Giao Thủy,36,Tỉnh Nam Định
14161.0,Xã Giao Thiện,Xã,365,Huyện Giao Thủy,36,Tỉnh Nam Định
